system:index,CII,RFI,aspect,chirps_30d,chirps_7d,compound_risk,dist_water,elevation,event_id,flood,flood_driver,freeboard_fes,imerg_24h,imerg_3d,imerg_peak_intensity,lt0,lt1,lt3,onshore_wind,rain_intensity_ratio,season_wet,slope,soil_moisture,solar_rad,split,spring_flag_fes,surface_pressure,tide_anomaly,tide_max_fes,tide_range_fes,u_wind_10m,v_wind_10m,wind_dir,wind_speed,.geo
0_56,0.2037735849056604,0.559017113102892,134.83831787109375,261.23755168914795,63.770771503448486,0.08319664746522903,0.0,12,jun2019,1.0,1,-11.288,29.96500015258789,118.6199951171875,14.0,0,0,0,0.46069233055114744,0.05338670953043128,1.0,1.3151564598083496,0.21003010869026184,153.779052734375,train,0,100981.796875,-0.038000000000000034,0.712,1.528,2.1872518062591553,2.838775396347046,52.386060476336645,3.583673564219998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_64,0.8037735849056604,0.6468956478225163,180.0,285.49662590026855,73.95833015441895,0.14883127808570862,0.0,-1,jun2019,1.0,2,1.712,22.094999313354492,68.12950134277344,16.459999084472656,1,1,1,0.5934706573247905,0.057452680403302536,1.0,0.9274099469184875,0.3669440448284149,168.1182403564453,train,0,101113.140625,-0.038000000000000034,0.712,1.528,2.8918800354003906,3.731182336807251,52.22226534134705,4.720666453971281,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_66,0.8037735849056604,0.6610005937821671,198.52523803710938,284.75087785720825,75.6980676651001,0.16072025895118713,0.0,-3,jun2019,1.0,2,3.7119999999999997,23.85999870300293,103.19599914550781,13.399999618530273,1,1,1,0.6303342977285382,0.046893992833947996,1.0,8.735271453857422,0.3669440448284149,161.40185546875,train,0,101134.828125,-0.038000000000000034,0.712,1.528,2.980257272720337,3.8716931343078613,52.41252267977894,4.885892051391342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_72,0.23656733372747885,0.559017113102892,270.0,235.48686265945435,49.75645923614502,0.08319664746522903,0.0,7,jun2019,1.0,1,-6.288,29.96500015258789,118.6199951171875,14.0,0,0,0,0.46069233055114744,0.059199905832233356,1.0,2.7958948612213135,0.21003010869026184,153.779052734375,train,0,100981.796875,-0.038000000000000034,0.712,1.528,2.1872518062591553,2.838775396347046,52.386060476336645,3.583673564219998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_76,0.5928049303507423,0.5529579869868696,270.0,267.8628520965576,69.92671203613281,0.07842852920293808,0.0,2,jun2019,1.0,2,-1.288,29.96500015258789,118.6199951171875,14.0,0,0,1,0.46069233055114744,0.05207115780714895,1.0,1.8646315336227417,0.20372413098812103,153.779052734375,train,0,100981.796875,-0.038000000000000034,0.712,1.528,2.1872518062591553,2.838775396347046,52.386060476336645,3.583673564219998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_77,0.2037735849056604,0.7298632465371289,153.30555725097656,278.7238097190857,76.8981237411499,0.21066932380199432,0.0,30,jun2019,1.0,1,-29.288,38.5,125.05349731445312,16.53999900817871,0,0,0,0.3873699927806853,0.059129750251825555,1.0,2.0753743648529053,0.31685057282447815,154.16064453125,train,0,100922.40625,-0.038000000000000034,0.712,1.528,1.7519750595092773,2.299804210662842,52.70009860574137,2.8911098243624496,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_81,0.3790623723767842,0.5529579869868696,134.83944702148438,261.23755168914795,63.770771503448486,0.07842852920293808,0.0,5,jun2019,1.0,1,-4.288,29.96500015258789,118.6199951171875,14.0,0,0,0,0.46069233055114744,0.05338670953043128,1.0,2.628876209259033,0.20372413098812103,153.779052734375,train,0,100981.796875,-0.038000000000000034,0.712,1.528,2.1872518062591553,2.838775396347046,52.386060476336645,3.583673564219998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_83,0.664052449675395,0.6669869752864245,90.0,293.3430004119873,75.93665790557861,0.1685342937707901,0.0,1,jun2019,1.0,1,-0.28800000000000003,27.44499969482422,107.1604995727539,10.529999732971191,0,0,1,0.46069233055114744,0.035774588552241825,1.0,2.795041799545288,0.3433576822280884,153.779052734375,train,0,100981.796875,-0.038000000000000034,0.712,1.528,2.1872518062591553,2.838775396347046,52.386060476336645,3.583673564219998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_87,0.2037735849056604,0.7781016432476897,225.1600341796875,278.7238097190857,76.8981237411499,0.25944194197654724,0.0,29,jun2019,1.0,1,-28.288,38.5,125.05349731445312,16.53999900817871,0,0,0,0.3873699927806853,0.059129750251825555,1.0,1.3151183128356934,0.3670542240142822,154.16064453125,train,0,100922.40625,-0.038000000000000034,0.712,1.528,1.7519750595092773,2.299804210662842,52.70009860574137,2.8911098243624496,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_88,0.664052449675395,0.6610005937821671,71.6542739868164,291.93056297302246,71.92447853088379,0.16072025895118713,0.0,1,jun2019,1.0,2,-0.28800000000000003,23.85999870300293,103.19599914550781,13.399999618530273,0,0,1,0.5934706573247905,0.045744627950496074,1.0,2.944159746170044,0.3669440448284149,168.1182403564453,train,0,101113.140625,-0.038000000000000034,0.712,1.528,2.8918800354003906,3.731182336807251,52.22226534134705,4.720666453971281,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_89,0.8037735849056604,0.571168844725888,33.83994674682617,255.52938413619995,63.37721824645996,0.05366300791501999,0.0,-1,jun2019,1.0,2,1.712,36.57999801635742,126.32749938964844,14.65999984741211,1,1,1,0.46069233055114744,0.057147448806989805,1.0,6.669649124145508,0.15813682973384857,153.779052734375,train,0,100981.796875,-0.038000000000000034,0.712,1.528,2.1872518062591553,2.838775396347046,52.386060476336645,3.583673564219998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_96,0.2037735849056604,0.7298632465371289,171.82447814941406,268.7962431907654,72.5395827293396,0.21066932380199432,0.0,29,jun2019,1.0,1,-28.288,38.5,125.05349731445312,16.53999900817871,0,0,0,0.3873699927806853,0.061305520093857424,1.0,12.895920753479004,0.31685057282447815,154.16064453125,train,0,100922.40625,-0.038000000000000034,0.712,1.528,1.7519750595092773,2.299804210662842,52.70009860574137,2.8911098243624496,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_102,0.5928049303507423,0.6721380918366586,90.0,280.02017545700073,71.59231567382812,0.17140522599220276,0.0,2,jun2019,1.0,1,-1.288,31.024999618530273,122.18000030517578,14.880000114440918,0,0,1,0.46069233055114744,0.052949935321343955,1.0,0.9326220750808716,0.3189436197280884,153.779052734375,train,0,100981.796875,-0.038000000000000034,0.712,1.528,2.1872518062591553,2.838775396347046,52.386060476336645,3.583673564219998,"{""type"":""MultiPoint"",""coordinates"":[]}"
