datetime,combined_m,Thgt,Tper,R2,TWL
2021-11-06 00:00:00,-0.3009328861381358,1.28,19.230768,1.1690003427180338,0.868067456579898
2021-11-06 01:00:00,0.06403251959613687,1.29,18.867924,1.1514153064133672,1.215447826009504
2021-11-06 02:00:00,0.43534168796757056,1.31,18.867924,1.1603066763396577,1.5956483643072281
2021-11-06 03:00:00,0.7256679264526348,1.3299999,18.867924,1.1691303843891416,1.8947983108417765
2021-11-06 04:00:00,0.8666230346901102,1.3399999,18.867924,1.1735173809363029,2.040140415626413
2021-11-06 05:00:00,0.8174828761609522,1.36,18.518518,1.1603492003341662,1.9778320764951185
2021-11-06 06:00:00,0.5754210765033898,1.37,18.518518,1.1646073768471068,1.7400284533504966
2021-11-06 07:00:00,0.18755457596946895,1.38,18.181816,1.1475981162213464,1.3351526921908154
2021-11-06 08:00:00,-0.25285041345142184,1.39,17.857141,1.131181654294565,0.8783312408431432
2021-11-06 09:00:00,-0.6318867941069694,1.4,17.857141,1.1352433609151336,0.5033565668081642
2021-11-06 10:00:00,-0.8528932542406024,1.41,17.857141,1.1392905871599164,0.286397332919314
2021-11-06 11:00:00,-0.8693983980977591,1.41,17.543858,1.1193030441922478,0.2499046460944887
2021-11-06 12:00:00,-0.6931206343596824,1.42,17.543858,1.1232651912518339,0.4301445568921515
2021-11-06 13:00:00,-0.3791146073397344,1.42,17.543858,1.1232651912518339,0.7441505839120994
2021-11-06 14:00:00,-0.00730233210134712,1.43,17.241379,1.1077787816791191,1.100476449577772
2021-11-06 15:00:00,0.3356986197026081,1.4399999,17.241379,1.1116453474426646,1.4473439671452728
2021-11-06 16:00:00,0.5749356602198431,1.4499999,16.949152,1.0965917789494406,1.6715274391692838
2021-11-06 17:00:00,0.6574374897596724,1.4599999,16.666666,1.082027180446132,1.7394646702058045
2021-11-06 18:00:00,0.5601191469980186,1.4699999,16.666666,1.085726429713813,1.6458455767118316
2021-11-06 19:00:00,0.30379721384045216,1.48,16.666666,1.0894131545582735,1.3932103683987256
2021-11-06 20:00:00,-0.041045564708932857,1.48,16.393442,1.0715539246594425,1.0305083599505096
2021-11-06 21:00:00,-0.37122582298260043,1.5,16.393442,1.078769857535306,0.7075440345527055
2021-11-06 22:00:00,-0.5857110214806245,1.51,16.393442,1.082359783788916,0.4966487623082916
2021-11-06 23:00:00,-0.6231312636801167,1.52,16.393442,1.0859378424202897,0.46280657874017295
2021-11-07 00:00:00,-0.4800843556857172,1.53,16.129032,1.0719315263495466,0.5918471706638293
2021-11-07 01:00:00,-0.2010428429589469,1.53,15.873015,1.0549166990752605,0.8538738561163136
2021-11-07 02:00:00,0.1422206075861312,1.54,15.873015,1.058358524529982,1.2005791321161132
2021-11-07 03:00:00,0.46810020102796684,1.54,15.624999,1.0418216632078054,1.5099218642357723
2021-11-07 04:00:00,0.7021028198698023,1.55,15.624999,1.045198727698787,1.7473015475685894
2021-11-07 05:00:00,0.7885447180881575,1.55,15.624999,1.045198727698787,1.8337434457869446
2021-11-07 06:00:00,0.6962676078274551,1.55,15.384614,1.0291187205155627,1.725386328343018
2021-11-07 07:00:00,0.4305063423151343,1.55,15.384614,1.0291187205155627,1.459625062830697
2021-11-07 08:00:00,0.04530391657604795,1.55,15.384614,1.0291187205155627,1.0744226370916108
2021-11-07 09:00:00,-0.36348075442117805,1.55,15.384614,1.0291187205155627,0.6656379660943847
2021-11-07 10:00:00,-0.6875570916228404,1.55,15.151515,1.0135260937110515,0.3259690020882111
2021-11-07 11:00:00,-0.8452459960671441,1.54,15.151515,1.0102513643308402,0.16500536826369605
2021-11-07 12:00:00,-0.8095051439547974,1.54,15.151515,1.0102513643308402,0.20074622037604273
2021-11-07 13:00:00,-0.6069656737966395,1.54,14.925373,0.9951729867539111,0.3882073129572716
